,Disease,Herb
10405,Spasm,Radix chuanxiong;Rhizoma Chuanxiong
10406,Arsenic Poisoning,Onychium lucidum
10407,Meningitis,Flos Chrysanthemi Indici
10408,Meningitis,Thespesia populnea [Syn. Hibiscus populneus ]
10409,Meningitis,Phellodendron amurense;Cortex Phellodendri
10410,Sore Throat,Natrii Sulfas Exsiccatus
10411,Sore Throat,Natrii Sulfas1
10412,Sore Throat,FructusGleditsia;Fructus Gleditsiae Abnormalis
10413,Sore Throat,Rhizoma Menispermi
10414,Sore Throat,Fructus Terminaliae Preparata
10415,Sore Throat,Fructus Phyllanthi
10416,Sore Throat,Periostracum Cicadae
10417,Dyspepsia,Fructus Phyllanthi
10418,Peritonitis,Radix et Rhizoma Rhei
10419,Dry cough,Pseudostellaria heterophylla
10420,Dry cough,Musa paradisiaca var. sapientum [Syn. Musa sapientum]
10421,Dry cough,Rhizoma Anemarrhee
10422,Dry cough,Ophiopogon japonicus
10423,Dry cough,Actinidia chinensis
10424,Dry cough,Radix Pseudostellariae
10425,Dry cough,Radix Adenophorae
10426,Dry cough,Folium Mori
10427,Dry cough,Tremlla fuciformis
10428,Dry cough,Prunus armeniaca
10429,Dry cough,Radix Trichosanthis
10430,Dry cough,Bulbus Fritillariae Cirrhosae
10431,Dry cough,Apis cerana
10432,Dry cough,Hedyotis capitellata
10433,Dry cough,Citrus limon
10434,Dry cough,Ficus carica
10435,Dry cough,Pterocladia tenuis
10436,Dry cough,Nasturtium officinale
10437,Dry cough,Bulbus Allii
10438,Dry cough,Rhizoma Polygoti Odorati
10439,Dry cough,Radix Liriopes
10440,Dry cough,Bulbus Fritillariae Ussuriensis
10441,Dry cough,Papaver somniferum
10442,Dry cough,Arachis hypogaea
10443,Dry cough,Semen Sterculiae Lychnophorae
10444,Dry cough,Radix Glehniae
10445,Dry cough,Staphylea bumalda
10446,Dry cough,Rhizoma Polygoti
10447,Dry cough,Fructus Momordicae
10448,Dry cough,Pinus koraiensis
10449,Dry cough,Folium Ginseng
10450,Dry cough,Sterculia lychnophora
10451,Dry cough,Semen Trichosanthis
10452,Oliguria,Herba Cichorii
10453,Oliguria,Medulla Stachyuri Medulla Helwingiae
10454,Oliguria,Poriae Alba
10455,Oliguria,Caulis Clematidis Armandii
10456,Oliguria,Calomelas
10457,Oliguria,Herba Plantaginis
10458,Oliguria,Radix Knoxiae
10459,Oliguria,Semen Crotonis Pulveratum
10460,Oliguria,Fructus Akebiae
10461,Oliguria,Medulla Tetrapacis
10462,Oliguria,Radix Euphorbiae Pekinensis
10463,Oliguria,Fructus Malvae
10464,Scab,Catalpa ovata
10465,Scab,Evolvulus alsinoides
10466,Scab,Euphorbia nematocypha
10467,Scab,Gentiana manshurica
10468,Scab,Jatropha curcas
10469,Scab,Gleditsia sinensis [Syn. Gleditsia horrida]
10470,Scab,Rauvolfia yunnanensis
10471,Scab,Swertia erythrosticta
10472,Scab,Herba Schizonepetae
10473,Scab,Pongamia pinnata
10474,Scab,Lepidium sativum
10475,Scab,Rhizoma Curcumae longae
10476,Scab,Millettia pachycarpa
10477,Scab,Glycine max
10478,Scab,Ficus beecheyana [Syn. Ficus erecta var. beecheyana]
10479,Scab,Rumex japonicus
10480,Scab,Colocasia antiquorum
10481,Scab,herba centellae
10482,Scab,Pieris japonica
10483,Scab,Euphorbia prolifera
10484,Scab,Piper betle
10485,Scab,Plumbago zeylanica
10486,Scab,Ranunculus japonicus
10487,Scab,Oxalis corniculata [Syn. Oxalis repens]
10488,Scab,Artemisia sieversiana
10489,Scab,Aconitum barbatum var. puberulum [Syn. Aconitum ochranthum]
10490,Scab,Radix Stemoe
10491,Scab,Rhizoma Smilacis Glabrae
10492,Scab,Tephroseris kirilowii [Syn. Senecio integrifolius var. fauriei]
10493,Scab,Euphorbia ebracteolata
10494,Scab,Alumen Preparata
10495,Scab,Sapium sebiferum
10496,Scab,Swertia davidii
10497,Scab,Plumbago indica
10498,Scab,Parmelia saxatilis
10499,Scab,Solanum dulcamara
10500,Scab,Myroxylon pereirae
10501,Scab,radix tripterygii wilfordii
10502,Scab,Manihot esculenta
10503,Scab,Fructus Crotonis;Croton macrostachys
10504,Scab,Illicium simonsii
10505,Scab,Rhus sylvestris
10506,Scab,Picrasma quassioides [Syn. Picrasma ailanthoides]
10507,Scab,Albizzia odoratissima
10508,Scab,Melia azedarach
10509,Scab,Philydrum lanuginosum
10510,Scab,Coriaria sinica [Syn. Coriaria nepalensis]
10511,Scab,Rumex patientia
10512,Scab,Mirabilis jalapa
10513,Scab,Swertia chinensis
10514,Scab,Rumex acetosa
10515,Scab,Drosera peltata var. lunata
10516,Scab,Pterocarya stenoptera
10517,Scab,Sapindus delavayi [Syn. Pancovia delavayi]
10518,Scab,Cassytha filiformis
10519,Scab,Indigofera tinctoria
10520,Scab,Oxalis acetosella
10521,Scab,Incarvillea sinensis
10522,Scab,Pinus massoniana
10523,Scab,Radix Sophorae flavescentis
10524,Scab,Phryma leptostachya
10525,Scab,Euphorbia antiquorum
10526,Scab,Desmos cochinchinensis [Syn. Desmos chinensis]
10527,Scab,Cinnamomum camphora
10528,Scab,Chloranthus serratus
10529,Scab,Cardiospermum halicacabum
10530,Scab,Pelargonium graveolens
10531,Scab,Campsis grandiflora
10532,Scab,Clerodendrum inerme
10533,Scab,Leucaena glauca [Syn. Leucaena leucocephala ]
10534,Scab,Aconitum coreanum
10535,Scab,Cocos nucifera
10536,Scab,Cedrela sinensis
10537,Scab,Eucalyptus tereticornis
10538,Scab,Lathyrus pratensis
10539,Scab,Alchornea trewioides
10540,Scab,Melilotus suaveolens
10541,Scab,Epilobium hirsutum
10542,Scab,Chrysanthemum cinerariaefolium
10543,Scab,Rabdosia yuennanensis
10544,Scab,Patrinia villosa
10545,Scab,Alsophila spinulosa
10546,Scab,Hibiscus syriacus
10547,Scab,Lindera umbellata [Syn. Lindera erythrocarpa ]
10548,Scab,Fructus Cnidii
10549,Scab,Ophiocephalus argus
10550,Scab,Eucalyptus globulus
10551,Scab,Aleurites cordata [Syn. Aleurites fordii]
10552,Scab,Crotalaria juncea
10553,Scab,Cortex erythrie
10554,Scab,Xanthium sibiricum [Syn. Xanthium strumarium ]
10555,Scab,Acorus calamus
10556,Scab,Rhinacanthus nasutus
10557,Scab,Vitex negundo
10558,Scab,Veratrum album var. lobelianum [Syn. Veratrum lobelianum]
10559,Scab,Nicotiana tabacum
10560,Scab,Juglans regia
10561,Scab,Rubus parviforlius
10562,Scab,Conioselinum vaginatum
10563,Scab,Lagerstroemia indica
10564,Scab,Gelsemium elegans
10565,Scab,Thermopsis lupinoides
10566,Scab,Acorus gramineus
10567,Scab,Anemone altaica
10568,Scab,Pteris vittata
10569,Scab,Zanthoxylum ailanthoides
10570,Scab,Rhizoma Acori Talarinowii
10571,Scab,Argemone mexicana
10572,Scab,Agave americana
10573,Scab,Myrica rubra
10574,Scab,Asparagus officinalis
10575,Scab,Agkistrodon
10576,Scab,Zaocys
10577,Scab,Teucrium pilosum [Syn. Teucrium japonicum var. pilosum]
10578,Scab,Strophanthus divaricatus
10579,Scab,Rhamnus crenata
10580,Scab,Anser cygnoides domestica
10581,Scab,Daphne genkwa
10582,Scab,Folium Clerodentri trichotomi
10583,Scab,Python molurus bivittatus
10584,Scab,Populus nigra var. thevestina
10585,Scab,Nigella glandulifera
10586,Scab,Rhodomyrtus tomentosa
10587,Scab,Abrus Precatorius L.
10588,Scab,Chenopodium album
10589,Scab,Erythrina arborescens
10590,Scab,Clausena lansium
10591,Scab,Rhamnus davurica
10592,Scab,Tribulus terrestris
10593,Scab,Alumen
10594,Scab,Dicranostigma franchetianum [Syn. Dicranostigma leptopodum]
10595,Scab,Kleinhovia hospita
10596,Scab,Randia spinosa
10597,Scab,Laccifer lacca
10598,Scab,Gossypium herbaceum
10599,Scab,Asparagus filicinus
10600,Scab,Chenopodium ambrosioides
10601,Scab,Astragalus sinicus
10602,Scab,Stellera chamaejasme
10603,Scab,Ricinus communis
10604,Scab,Eucalyptus robusta
10605,Scab,Gentiana rigescens
10606,Scab,Calomelas
10607,Scab,Murraya paniculata [Syn. Chalcas paniculata]
10608,Scab,Laurus nobilis
10609,Scab,Veratrum nigrum
10610,Scab,Litsea pungens
10611,Scab,Corydalis incisa
10612,Scab,Opuntia ficus- indica
10613,Scab,Pachyrhizus erosus
10614,Scab,Psidium guajava
10615,Scab,Clerodendron fragrans
10616,Scab,Lantana camara
10617,Scab,
10618,Scab,Gentiana triflora
10619,Scab,Thespesia populnea [Syn. Hibiscus populneus ]
10620,Scab,Rumex obtusifolius
10621,Scab,Corydalis racemosa
10622,Scab,Hyoscyamus niger
10623,Scab,Gentiana cephalantha
10624,Scab,Rumex crispus
10625,Lupus,Tripterygium hypoglaucum
10626,Lupus,Formica fusca
10627,Lupus,Scolopendra subspinipes mutilans;Aloe arborescens var. natalensis
10628,Lupus,Herba Gnaphalii Affinis
10629,Lupus,radix tripterygii wilfordii
10630,Anemia,Melodinus hemsleyanus
10631,Anemia,Prismatomeris tetrandra
10632,Anemia,Octopus vulgaris
10633,Anemia,Rehmannia glutinosa [Syn. Rehmannia glutinosa f. huechingensis]
10634,Anemia,Semen Strychni
10635,Anemia,Radix Polygoni Multiflori Preparata
10636,Anemia,Arillus Longan
10637,Anemia,Radix Paeoniae Alba
10638,Anemia,Lespedeza tomentosa
10639,Anemia,Caulis Millettiae; Caulis spatholobi
10640,Anemia,Radix Angelicae sinensis
10641,Anemia,Polygonum multiflorum
10642,Anemia,Mucuna sempervirens
10643,Anemia,Ventilago leiocarpa
10644,Anemia,Changium smyrnioides
10645,Anemia,Semen Strychni;Strychnos dolichothyrsa;Semen Cumini Cymni;Strychnos mittschelichii
10646,Anemia,Panax ginseng [Syn. Panax schinseng ]
10647,Anemia,"Bos taurus domesticus, Bubalus bubalis"
10648,Anemia,Rubia yunnanensis
10649,Anemia,Harungana madagascariensis
10650,Anemia,Spatholobus suberectus
10651,Anemia,Polygonum multiflorum;Caulis Polygoni Multiflori
10652,Filariasis,Eucalyptus globulus
10653,Filariasis,Herba Sarcatidrae
10654,Filariasis,Eucalyptus robusta
10655,Anorexia,Fructus Oryzae Germinatus
10656,Anorexia,Radix Codonopsis pilosulae
10657,Anorexia,Poriae Alba
10658,Anorexia,Fructus Amomi Rotundus
10659,Anorexia,Cornu Cervi Degelatinatum
10660,Anorexia,Pericarpium Citri Reticulatae
10661,Anorexia,Radix Pseudostellariae
10662,Anorexia,Folium Caryophylli
10663,Retinitis,Ilex pubescens
10664,Retinitis,Radix Puerariae
10665,Ascites,Radix Kansui
10666,Ascites,Catalpa ovata
10667,Ascites,Herba Scutellariae barbatae
10668,Ascites,Ficus simplicissima
10669,Ascites,Euphorbia milii
10670,Ascites,Euphorbia esula
10671,Ascites,Radix Knoxiae
10672,Ascites,Saussurea superba [Syn. Saussurea hieracioides ]
10673,Ascites,Gryllulus chinensis
10674,Ascites,Lespedeza tomentosa
10675,Ascites,Selaginella involvens
10676,Ascites,Thlaspi arvense
10677,Ascites,Cassia obtusifolia
10678,Ascites,Flos Genkwa
10679,Ascites,Rhizoma Curcumae
10680,Ascites,Semen Crotonis Pulveratum
10681,Ascites,Desmodium pulchellum [Syn. Phyllodium pulchellum]
10682,Ascites,Rohdea japonica [Syn. Orontium japonicum]
10683,Ascites,Apocynum venetum
10684,Ascites,Radix Euphorbiae Pekinensis
10685,Ascites,Eurya japonica
10686,Ascites,polyporus umbellatus
10687,Ascites,Eruca sativa
10688,Ascites,Euphorbia antiquorum
10689,Ascites,"Rana nigromaculata, Rana plancyi"
10690,Ascites,Herba Sambuci Chinensis
10691,Ascites,Scutellaria scordifolia
10692,Ascites,Sapium sebiferum
10693,Ascites,Inula helianthus- aquatica
10694,Ascites,Prunus salicina
10695,Ascites,Carassius auratus
10696,Ascites,Huperzia serrata [Syn. Lycopodium serratum ]
10697,Ascites,Rhamnus leptophylla
10698,Ascites,"Bufo bufo gargarizans, Bufo melanostictus"
10699,Ascites,Polygonum sibiricum [Syn. Persicaria sibirica ]
10700,Ascites,
10701,Ascites,Lagenaria siceraria var. depressa
10702,Ascites,Euphorbia pekinensis;Peking spurge root;Radix euphorbiae pekinensis
10703,Ascites,Oleum Curcumae
10704,Ascites,Herba Commelie
10705,Ascites,Costus speciosus
10706,Ascites,Swainsonia salsula [Syn. Sphaerophysa salsula ]
10707,Hemicrania,Uncaria homomalla
10708,Milia,Talcum
10709,Milia,Pulvis Talci
10710,Bladder pain,Vladimiria souliei [Syn. Jurinea souliei]
10711,Rhinitis,Luffa operculata
10712,Rhinitis,Herba Ephedrae
10713,Rhinitis,Rhizoma Bolbostemmae
10714,Rhinitis,Cortex Moutan
10715,Rhinitis,Xanthium sibiricum [Syn. Xanthium strumarium ]
10716,Arrhythmia,Radix Glycyrrhizae Preparata
10717,Arrhythmia,Herba Taxilli
10718,Arrhythmia,Cytisus scoparius [Syn. Spartium scoparium]
10719,Arrhythmia,Radix Sophorae flavescentis
10720,Arrhythmia,Rohdea japonica [Syn. Orontium japonicum]
10721,Arrhythmia,Herba Desmodii Styracifolii
10722,Arrhythmia,Radix Glycyrrhizae Praeparata
10723,Arrhythmia,Semen Ziziphi Spinosae
10724,Acute infectious disease,Anisodus tanguticus [Syn. Scopolia tangutica ]
10725,Stupor,Acorus calamus
10726,Stupor,Gleditsia fera
10727,Stupor,Gleditsia delavayi
10728,Stupor,"Moschus moschiferus, Moschus berezovskii, Moschus sifanicus"
10729,Glomerulonephritis,Radix Astragali
10730,Glomerulonephritis,radix tripterygii wilfordii
10731,Pneumonia,Onosma paniculatum
10732,Pneumonia,Herba Houttuyniae
10733,Pneumonia,Flos Lonicerae
10734,Pneumonia,Potentilla viscosa
10735,Pneumonia,Dysosma difformis
10736,Pneumonia,Betula platyphylla var. japonica
10737,Pneumonia,Wikstroemia indica
10738,Pneumonia,Verbascum thapsus
10739,Pneumonia,Sarcandra glabra [Syn. Chloranthus glaber]
10740,Pneumonia,Rhodiola crenulata [Syn. Rhodiola euryphylla]
10741,Pneumonia,Heliotropium indicum
10742,Pneumonia,"Rana nigromaculata, Rana plancyi"
10743,Pneumonia,Aconitum tanguticum
10744,Pneumonia,Emilia sonchifolia
10745,Pneumonia,Ferula borealis
10746,Pneumonia,Hypecoum leptocarpum
10747,Pneumonia,Huperzia serrata [Syn. Lycopodium serratum ]
10748,Pneumonia,Salvia prionitis
10749,Pneumonia,Lathyrus pratensis
10750,Pneumonia,Wedelia chinensis
10751,Pneumonia,Boenninghausenia sessilicarpa
10752,Pneumonia,Baphicacanthus cusia [Syn. Strobilanthes cusia ]
10753,Pneumonia,Senecio scandens [Syn. Senecio chinensis]
10754,Pneumonia,Hypericum wightianum
10755,Pneumonia,Herba andrographitis
10756,Pneumonia,Cryptotaenia japonica
10757,Pneumonia,Picrasma quassioides [Syn. Picrasma ailanthoides]
10758,Pneumonia,Meconopsis punicea
10759,Cerebral Ischemia,Radix chuanxiong;Rhizoma Chuanxiong
10760,Hemoptysis,Camellia japonica
10761,Hemoptysis,Oviductus Ranae
10762,Hemoptysis,Lamium barbatum
10763,Hemoptysis,Panax pseudo - ginseng var. japonicus
10764,Hemoptysis,Berchemia polyphylla var. leioclada
10765,Hemoptysis,Rhizoma Zingiberis Praeparata
10766,Hemoptysis,herba ecliptae
10767,Hemoptysis,Bauhinia variegata
10768,Hemoptysis,Ligustrum robustum
10769,Hemoptysis,Rohdea japonica [Syn. Orontium japonicum]
10770,Hemoptysis,Euonymus fortunei
10771,Hemoptysis,Panax japonicus var. major
10772,Hemoptysis,radix asteris
10773,Hemoptysis,Scutellaria indica
10774,Hemoptysis,flos farfarae
10775,Hemoptysis,Alumen Preparata
10776,Hemoptysis,Pteridium aquilinum var. latiusculum
10777,Hemoptysis,Osbeckia chinensis
10778,Hemoptysis,Agrimonia pilosa
10779,Hemoptysis,Succus Rhizoma Lotus
10780,Hemoptysis,Farfugium japonicum
10781,Hemoptysis,Sedum kamtschaticum
10782,Hemoptysis,Liparis nervosa
10783,Hemoptysis,Ajuga ciliata
10784,Hemoptysis,Radix Notoginseng
10785,Hemoptysis,Flos Hibisci;Hibiscus syriacus
10786,Hemoptysis,Poncirus trifoliata
10787,Hemoptysis,Salvia glutinosa
10788,Hemoptysis,Polygonum thunbergii
10789,Hemoptysis,Mahonia confusa
10790,Hemoptysis,Rhizoma Panacis Majoris
10791,Hemoptysis,Loropetalum chinense
10792,Hemoptysis,Pholidota yunnanensis
10793,Hemoptysis,Balanophora involucrata
10794,Hemoptysis,Blainvillea acmella
10795,Hemoptysis,Cassytha filiformis
10796,Hemoptysis,Radix Sanguisorbae
10797,Hemoptysis,Panax japonicus var. bipinnatifidus
10798,Hemoptysis,Ardisia japonica
10799,Hemoptysis,Flos Gossampini
10800,Hemoptysis,Myrsine africana
10801,Hemoptysis,Rhizoma Zingiberis Recens Preparata
10802,Hemoptysis,Polytrichum commune
10803,Hemoptysis,Callicarpa macrophylla
10804,Hemoptysis,nodus nelumbinis rhizomatis
10805,Hemoptysis,Stachys palustris
10806,Hemoptysis,Opuntia dillenii
10807,Hemoptysis,Gecko
10808,Hemoptysis,Equisetum sylvaticum
10809,Hemoptysis,Hibiscus rosa - sinensis
10810,Hemoptysis,Lemmaphyllum microphyllum
10811,Hemoptysis,Homo sapiens
10812,Hemoptysis,Boenninghausenia albiflora
10813,Hemoptysis,Toxicodendron succedaneum [Syn. Rhus succedanea ]
10814,Hemoptysis,Folium Mahoe
10815,Hemoptysis,Asparagus setaceus [Syn. Asparagus plumosus]
10816,Hemoptysis,Bergenia purpurascens
10817,Hemoptysis,Cacumen et Folium Biotae
10818,Hemoptysis,Bulbus Lilii Preparata
10819,Hemoptysis,Agave sisalana
10820,Hemoptysis,Salvia plebeia
10821,Hemoptysis,Cynoglossum officinale
10822,Hemoptysis,Auricularia auricula
10823,Hemoptysis,Clematis terniflora [Syn. Clematis maximowicziana]
10824,Hemoptysis,Bulbophyllum odoratissimum [Syn. Stelis odoratissimum]
10825,Hemoptysis,Veronica anagallis-aquatica
10826,Hemoptysis,Viscum angulatum
10827,Hemoptysis,Mimosa pudica
10828,Hemoptysis,Raphanus sativus
10829,Hemoptysis,Podocarpus macrophyllus
10830,Hemoptysis,Reineckea carnea
10831,Hemoptysis,Selaginella moellendorffii
10832,Hemoptysis,Cordyceps
10833,Hemoptysis,Alternanthera philoxeroides
10834,Hemoptysis,Bos taurus domesticus
10835,Hemoptysis,Rhizoma Dioscoreae bulbiferae
10836,Hemoptysis,Ageratum conyzoides
10837,Hemoptysis,Equisetum arvense
10838,Hemoptysis,Wedelia chinensis
10839,Hemoptysis,Herba Agrimoniae
10840,Hemoptysis,Fagopyrum esculentum
10841,Hemoptysis,pollen typhae
10842,Hemoptysis,Rhodiola sacra
10843,Hemoptysis,Boehmeria platanifolia [Syn. Boehmeria tricuspis]
10844,Hemoptysis,Vicia faba
10845,Hemoptysis,Artemisia japonica
10846,Hemoptysis,Hypericum erectum
10847,Hemoptysis,Hypericum sampsonii
10848,Hemoptysis,Zanthoxylum simulans
10849,Hemoptysis,Rhodomyrtus tomentosa
10850,Hemoptysis,Cryptolepis sinensis
10851,Hemoptysis,Buibus Fritillariae Pallidiflorae
10852,Hemoptysis,Selaginella involvens
10853,Hemoptysis,Uncaria gambir
10854,Hemoptysis,Callicarpa formosana
10855,Hemoptysis,Hypericum perforatum
10856,Hemoptysis,Liquidambar formosana [Syn. Liquidambar taiwaniana]
10857,Hemoptysis,Alumen
10858,Hemoptysis,Dioscorea cirrhosa [Syn. Dioscorea pogonoides]
10859,Hemoptysis,Hypoestes purpurea
10860,Hemoptysis,Bergenia crassifolia
10861,Hemoptysis,Ophicalcitum
10862,Hemoptysis,Rhodiola crenulata [Syn. Rhodiola euryphylla]
10863,Hemoptysis,Lycium chinense
10864,Hemoptysis,Symplocos caudata
10865,Hemoptysis,Bulbus Lilii
10866,Hemoptysis,Herba Euphorbiae humifusae
10867,Hemoptysis,Gynura segetum [Syn. Gynura japonica ]
10868,Hemoptysis,Perilla frutescens var. arguta
10869,Hemoptysis,Citrullus vulgaris [Syn. Citrullus lanatus ]
10870,Hemoptysis,Bidens tripartita
10871,Hemoptysis,Herba Capsellae
10872,Hemoptysis,Quercus infectoria
10873,Hemoptysis,Opuntia ficus- indica
10874,Hemoptysis,Lepisorus thunbergianus
10875,Hemoptysis,Lycoris aurea
10876,Hemoptysis,
10877,Hemoptysis,Rumex obtusifolius
10878,Hemoptysis,Hypericum ascyron
10879,Hemoptysis,Robinia pseudoacacia
10880,Schizophrenia,Securinega suffruticosa
10881,Schizophrenia,Millettia reticulata
10882,Schizophrenia,Cladonia fallax
10883,Dysmenorrhea,Celastrus orbiculatus [Syn. Celastrus articulatus ]
10884,Dysmenorrhea,Herba Verbae
10885,Dysmenorrhea,Calophyllum inophyllum
10886,Dysmenorrhea,Rosa multiflora
10887,Dysmenorrhea,Rhizoma Curcumae longae
10888,Dysmenorrhea,Corydalis ambigua var. amurensis [Syn. Corydalis ambigua]
10889,Dysmenorrhea,Achyranthes aspera
10890,Dysmenorrhea,Stauntonia chinensis
10891,Dysmenorrhea,Strobilanthes japonicus [Syn. Championella japonica]
10892,Dysmenorrhea,Kadsura coccinea
10893,Dysmenorrhea,Cinnamomum japonicum
10894,Dysmenorrhea,Plumbago indica
10895,Dysmenorrhea,Herba Lycopi
10896,Dysmenorrhea,Clerodendron serratum
10897,Dysmenorrhea,Osbeckia chinensis
10898,Dysmenorrhea,Resi oliani
10899,Dysmenorrhea,Kadsura peltigera [Syn. Kadsura longipedunculata ]
10900,Dysmenorrhea,Ramulus Cinmomi
10901,Dysmenorrhea,Heracleum scabridum
10902,Dysmenorrhea,Flos Rosae chinensis
10903,Dysmenorrhea,Podophyllum emodii
10904,Dysmenorrhea,Semen Persicae
10905,Dysmenorrhea,Lespedeza tomentosa
10906,Dysmenorrhea,Cirsium lineare
10907,Dysmenorrhea,Campylotropis hirtella
10908,Dysmenorrhea,Aristolochia tubiflora
