,Disease,Herb
13813,Eczema,Mahonia bealei
13814,Eczema,Gelsemium elegans
13815,Eczema,Lagerstroemia indica
13816,Eczema,Alternanthera philoxeroides
13817,Eczema,Herba Saxifragae
13818,Eczema,Solanum tuberosum
13819,Eczema,Zanthoxylum ailanthoides
13820,Eczema,Radix Stephaniae Tetrandrae
13821,Eczema,Rabdosia nervosa
13822,Eczema,Evodia lepta [Syn. Ilex lepta ]
13823,Eczema,Melaleuca leucadendra
13824,Eczema,Ageratum conyzoides
13825,Eczema,Teucrium pilosum [Syn. Teucrium japonicum var. pilosum]
13826,Eczema,Rhamnus crenata
13827,Eczema,Teucrium quadrifarium
13828,Eczema,Senecio scandens [Syn. Senecio chinensis]
13829,Eczema,Herba andrographitis
13830,Eczema,Hyptis suaveolens
13831,Eczema,pollen typhae
13832,Eczema,Polygonum hydropiper
13833,Eczema,Radix Cynchi Paniculati
13834,Eczema,Aristolochia moupinensis
13835,Eczema,Portulaca grandiflora
13836,Eczema,Mallotus repandus var. chrysocarpus
13837,Eczema,Thalictrum thunbergii
13838,Eczema,Rabdosia coetsa
13839,Eczema,Physalis alkekengi
13840,Eczema,Fructus Liquidambaris
13841,Eczema,Chenopodium album
13842,Eczema,Herba Sophorae Alopecuroidis
13843,Eczema,Erythrina arborescens
13844,Eczema,Eucalyptus citriodora
13845,Eczema,Scoparia dulcis
13846,Eczema,Millingtonia hortensis
13847,Eczema,Potamogeton perfoliatus
13848,Eczema,Radix Angelicae sinensis
13849,Eczema,Liquidambar formosana [Syn. Liquidambar taiwaniana]
13850,Eczema,Boehmeria siamensis
13851,Eczema,Alumen
13852,Eczema,Kerria japonica
13853,Eczema,Polygonum lapathifolium
13854,Eczema,Elsholtzia ciliata
13855,Eczema,Herba Portulacae
13856,Eczema,Stenoloma chusanum
13857,Eczema,Cocculus pendulus; Cocculus trilobus [Syn. Cocculus sarmentosus]
13858,Eczema,Chenopodium ambrosioides
13859,Eczema,Eucalyptus robusta
13860,Eczema,Hedyotis auricularia
13861,Eczema,Calomelas
13862,Eczema,Bidens tripartita
13863,Eczema,Emilia sonchifolia
13864,Eczema,Gypsum Fibrosum Preparata
13865,Eczema,Murraya paniculata [Syn. Chalcas paniculata]
13866,Eczema,Clerodendrum bungei
13867,Eczema,Corydalis incisa
13868,Eczema,Prunus persica
13869,Eczema,Rhizoma Coptidis
13870,Eczema,Radix Pulsatillae
13871,Eczema,Psidium guajava
13872,Eczema,
13873,Eczema,Rumex obtusifolius
13874,Eczema,Polygonum chinense
13875,Eczema,Garcinia cowa
13876,Eczema,Corchorus olitorius
13877,Eczema,Hypericum ascyron
13878,Eczema,Eugenia jambolana [Syn. Syzygium cumin
13879,Hunger,Rhizoma Coptidis
13880,Thrombophlebitis,Ilex pubescens
13881,Thrombophlebitis,Folium Llicis Chinensis
13882,Thrombophlebitis,Radix Angelicae sinensis
13883,Thrombophlebitis,Radix Salviae liguliobae
13884,Psychosis,Calculus Equi
13885,Schizophrenia,Securinega suffruticosa
13886,Schizophrenia,Millettia reticulata
13887,Schizophrenia,Cladonia fallax
13888,Erysipelas,Firmiana simplex
13889,Erysipelas,Metaplexis japonica
13890,Erysipelas,Physalis alkekengi
13891,Erysipelas,Herba Spirodelae
13892,Erysipelas,Thalictrum ichangense
13893,Erysipelas,Folium Polygoni Tinctorii
13894,Erysipelas,Polygonum tinctorium
13895,Erysipelas,Brassica campestris [Syn. Brassica campestris var. oleifera ]
13896,Erysipelas,Scoparia dulcis
13897,Erysipelas,Salix babylonica
13898,Erysipelas,Herba Violae
13899,Erysipelas,Natrii Sulfas Exsiccatus
13900,Erysipelas,Premna microphylla
13901,Erysipelas,Bryophyllum pinnatum
13902,Erysipelas,Indigofera tinctoria
13903,Erysipelas,Forsythia viridissima
13904,Erysipelas,Berberis amurensis
13905,Erysipelas,Physalis alkekengi var. franchetii
13906,Erysipelas,Rohdea japonica [Syn. Orontium japonicum]
13907,Erysipelas,Impatiens balsamina
13908,Erysipelas,Oxalis corniculata [Syn. Oxalis repens]
13909,Erysipelas,Folium Isatidis
13910,Erysipelas,Herba Portulacae
13911,Erysipelas,Castanea mollissima
13912,Erysipelas,Eucalyptus robusta
13913,Erysipelas,Herba Saxifragae
13914,Erysipelas,Paulownia fortunei
13915,Erysipelas,Bixa orellana
13916,Erysipelas,Spora Lygodii
13917,Erysipelas,Clerodendrum bungei
13918,Erysipelas,Ilex pubescens
13919,Erysipelas,Eucalyptus tereticornis
13920,Erysipelas,Radix Isatidis seu Baphicacanthi
13921,Erysipelas,Berberis julianae
13922,Erysipelas,Sedum lineare [Syn. Sedum obtuso-lineare ]
13923,Erysipelas,Natrii Sulfas1
13924,Erysipelas,
13925,Erysipelas,Fagopyrum esculentum
13926,Erysipelas,Baphicacanthus cusia [Syn. Strobilanthes cusia ]
13927,Erysipelas,Sagina japonica [Syn. Spergula japonica]
13928,Erysipelas,Senecio scandens [Syn. Senecio chinensis]
13929,Erysipelas,Herba andrographitis
13930,Erysipelas,Amsonia sinensis
13931,Erysipelas,Cacumen et Folium Biotae
13932,Erysipelas,Radix Salviae liguliobae
13933,Erysipelas,Fructus Arctii lappae
13934,Erysipelas,Artemisia japonica
13935,Cholecystitis,Nauclea officinalis
13936,Cholecystitis,Hypecoum erectum
13937,Cholecystitis,Ixeris chinensis
13938,Cholecystitis,Rabdosia serra
13939,Cholecystitis,Przewalskia tangutica
13940,Cholecystitis,Diploclisia glaucescens
13941,Cholecystitis,Armoracia lapathifolia
13942,Cholecystitis,Clinopodium chinense
13943,Cholecystitis,Helichrysum arenarium
13944,Cholecystitis,Radix et Rhizoma Rhei
13945,Cholecystitis,Swertia punicea
13946,Cholecystitis,Berberis amurensis
13947,Cholecystitis,Artemisia capillaris
13948,Cholecystitis,Chrysosplenium nudicaule
13949,Cholecystitis,Berberis poiretii
13950,Cholecystitis,Sarcandra glabra [Syn. Chloranthus glaber]
13951,Cholecystitis,Selaginella sinensis
13952,Cholecystitis,Menyanthes trifoliata
13953,Cholecystitis,Stachytarpheta jamaicensis
13954,Cholecystitis,Aconitum tanguticum
13955,Cholecystitis,Hypecoum leptocarpum
13956,Cholecystitis,Conyza canadensis
13957,Cholecystitis,Rabdosia stracheyi
13958,Cholecystitis,Veratrilla baillonii
13959,Cholecystitis,Gentianopsis paludosa
13960,Cholecystitis,Radix Bupleuri
13961,Cholecystitis,Swertia mussotii
13962,Cholecystitis,Berberis wilsonae
13963,Cholecystitis,Armillariella tabescens
13964,Cholecystitis,Stigma Maydis
13965,Hypothyroidism,Sargassum
13966,Tremor,Carapax Trionycis
13967,Tremor,Carapax Trionycis Preparata
13968,Tremor,Carapax et Plastrum Testudinis
13969,Metrorrhagia,Abelmoschus manihot
13970,Metrorrhagia,Umbilicaria esculenta [Syn. Gyrophora esculenta]
13971,Metrorrhagia,Selaginella stauntoniana
13972,Metrorrhagia,Hedysarum polybotrys
13973,Metrorrhagia,Polygonum hydropiper var. flaccidum [Syn. Polygonum flaccidum]
13974,Metrorrhagia,Broussonetia papyrifera
13975,Metrorrhagia,Rosa sericea;Fourpetal  Rose
13976,Metrorrhagia,Terra Flava Usta
13977,Metrorrhagia,Iris lactea var. chinensis [Syn. Iris pallasii var. chinensis]
13978,Metrorrhagia,Trillium tschonoskii
13979,Metrorrhagia,Rhizoma Zingiberis Praeparata
13980,Metrorrhagia,Dioscorea cirrhosa [Syn. Dioscorea pogonoides]
13981,Metrorrhagia,Potentilla multifida
13982,Metrorrhagia,Herba Potentillae Discoloris
13983,Metrorrhagia,Rabdosia yuennanensis
13984,Metrorrhagia,Rhizoma Zingiberis Recens Preparata
13985,Metrorrhagia,Osbeckia chinensis
13986,Metrorrhagia,Matteuccia struthiopteris
13987,Dysphagia,Fortunella margarita
13988,Dysphagia,"Bos taurus domesticus, Bubalus bubalis"
13989,Dysphagia,Trichosanthes cucumeroides
13990,Dysphagia,Oryza sativa
13991,Dysphagia,Alpinia blepharocalyx
13992,Dysphagia,Fructus Citri sarcodactylis
13993,Dysphagia,Fagopyrum esculentum
13994,Dysphagia,Fructus Amomi
13995,Dysphagia,Pteridium aquilinum var. latiusculum
13996,Dysphagia,Poncirus trifoliata
13997,Dysphagia,Inula nervosa
13998,Dysphagia,Aglaia odorata
13999,Dysphagia,Alpinia chinensis
14000,Dysphagia,Anser cygnoides domestica
14001,Dysphagia,Semen Impatientis
14002,Dysphagia,Allium tuberosum
14003,Dysphagia,Oryza sativa cv
14004,Gallstone,Lysimachia christinae
14005,Gallstone,Rhizoma Curcumae longae
14006,Gallstone,Vitex negundo
14007,Gallstone,Anisodus tanguticus [Syn. Scopolia tangutica ]
14008,Gallstone,Bombyx Batryticatus
14009,Gallstone,Radix et Rhizoma Rhei
14010,Gallstone,Gallus gallus domesticus
14011,Gallstone,Helichrysum arenarium
14012,Gallstone,
14013,Gallstone,Lysimachia congestiflora
14014,Gallstone,Bombyx Batryticatus Preparata
14015,Gallstone,Chrysosplenium nudicaule
14016,Gallstone,Stigma Maydis
14017,Pemphigus,Rabdosia nervosa
14018,Trigeminal Neuralgia,Gastrodia elata
14019,Chronic urticaria,herba Menthae;Mentha haplocalyx Briq
14020,Infection,Prismatomeris tetrandra
14021,Infection,Herba Houttuyniae
14022,Infection,Cornu Cervi Degelatinatum
14023,Infection,Radix Echinopsis
14024,Infection,Sulfur
14025,Infection,Gentiana scabra var. buesgeri
14026,Infection,Flos Genkwa
14027,Infection,Viola tricolor
14028,Infection,Berberis amurensis
14029,Infection,Nigella damascena
14030,Infection,Fructus Malvae
14031,Infection,Trollius macropetalus
14032,Infection,flos farfarae
14033,Infection,Bulbus Allii
14034,Infection,Alumen Preparata
14035,Infection,Swertia davidii
14036,Infection,Rabdosia longituba
14037,Infection,Acacia catechu
14038,Infection,herba Menthae;Mentha haplocalyx Briq
14039,Infection,Picrasma quassioides [Syn. Picrasma ailanthoides]
14040,Infection,Vitis amurensis
14041,Infection,Herba Aristolochiae;Fibraurea recisa Pierre
14042,Infection,Loropetalum chinense
14043,Infection,Cirsium lineare
14044,Infection,Spina gleditsiae;Spi gleditsiae
14045,Infection,Carduus crispus
14046,Infection,Pulvis Talci
14047,Infection,Achillea alpina [Syn. Achillea sibirica ]
14048,Infection,Herba Inulae
14049,Infection,Bulbus Fritillariae Cirrhosae
14050,Infection,Hedyotis acutangula
14051,Infection,Stephania japonica
14052,Infection,Herba Corydalis bungeae
14053,Infection,Aristolochia mollissima
14054,Infection,Talcum
14055,Infection,Phellodendron amurense;Cortex Phellodendri
14056,Infection,Rhizoma Fagopyri Cymosi
14057,Infection,Stephania dielsiana
14058,Infection,Stephania succifera
14059,Infection,Bombyx mori
14060,Infection,herba Dianthi
14061,Infection,Bulbus Fritillariae thunbergii
14062,Infection,Tagetes erecta
14063,Infection,Folium Llicis Chinensis
14064,Infection,Nauclea officinalis
14065,Infection,Cynoglossum officinale
14066,Infection,Radix Angelicae Dahuricae
14067,Infection,Flos Lonicerae
14068,Infection,Herba Plantaginis
14069,Infection,Abutilon indicum
14070,Infection,Betula platyphylla var. japonica
14071,Infection,Xanthium sibiricum [Syn. Xanthium strumarium ]
14072,Infection,Polygonum orientale
14073,Infection,Aeginetia indica
14074,Infection,herba pyrolae chinensis
14075,Infection,Berberis poiretii
14076,Infection,Aristolochia debilis [Syn. Aristolochia longa ]
14077,Infection,Asplenium prolongatum
14078,Infection,Alternanthera philoxeroides
14079,Infection,Radix Scutellariae
14080,Infection,Herba andrographitis
14081,Infection,Taraxacum mongolicum
14082,Infection,Berberis wilsonae
14083,Infection,Radix Salviae liguliobae
14084,Infection,Radix Cynchi Paniculati
14085,Infection,Physalis alkekengi
14086,Infection,Sabina chinensis
14087,Infection,Diploclisia glaucescens
14088,Infection,Hypericum perforatum
14089,Infection,Sphaeranthus indicus
14090,Infection,FructusGleditsia;Fructus Gleditsiae Abnormalis
14091,Infection,Hemsleya amabilis
14092,Infection,Juniperus rigida
14093,Infection,Alumen
14094,Infection,Herba Nerviliae
14095,Infection,Swertia punicea
14096,Infection,Phyllanthus urinaria
14097,Infection,Lygodium flexuosum
14098,Infection,Folium Isatidis
14099,Infection,Echinacea purpurea
14100,Infection,Clerodendron indicum
14101,Infection,Nasturtium officinale
14102,Infection,Emilia sonchifolia
14103,Infection,Periostracum Cicadae
14104,Infection,Rhizoma Coptidis
14105,Infection,Medulla Stachyuri Medulla Helwingiae
14106,Infection,
14107,Infection,Pleuropterus ciliinervis
14108,Infection,Semen Abutili
14109,Infection,Clausena excavata
14110,Vasoconstriction,Folium Callicarpae Nudiflorae
14111,Blurred vision,Plastrum Testudinis Praparata
14112,Blurred vision,Colla carapacis et plastri testudinis
14113,Blurred vision,Semen Astragali Complanati;Semen Astragali Complati
14114,Blurred vision,Oleum Sesami
14115,Blurred vision,Os Draconis Preparata
14116,Blurred vision,Flos Chrysanthemi
14117,Blurred vision,Frullania tamarisci ssp. moniliata [Syn. Frullania moniliata]
14118,Blurred vision,cinnabaris;Cinnabaris
14119,Blurred vision,Semen Sesami
14120,Blurred vision,Prunus mume
14121,Blurred vision,Parmelia saxatilis
14122,Blurred vision,Os Draconis
14123,Blurred vision,Plastrum Testudinis
14124,Gastric Ulcer,Tacca chantrieri
14125,Gastric Ulcer,Kadsura coccinea
14126,Gastric Ulcer,Bulbus Fritillariae thunbergii
14127,Gastric Ulcer,Mallotus japonicus
14128,Gastric Ulcer,Cudrania cochinchinensis
14129,Gastric Ulcer,Caesalpinia decapetala
14130,Gastric Ulcer,Helicteres isora
14131,Gastric Ulcer,Bulbus Fritillariae Cirrhosae
14132,Gastric Ulcer,Apis mellifera ligustica
14133,Gastric Ulcer,Exodermis Poria
14134,Gastric Ulcer,Poria; Sclerotium Poriae Cocos; Sclerotium Poriae Cocos
14135,Gastric Ulcer,Hericium erinaceus [Syn. Hydnum erinaceus ]
14136,Gastric Ulcer,Stichopus japonicus
14137,Gastric Ulcer,Atropa belladonna
14138,Epilepsy,Radix Kansui
14139,Epilepsy,Armillariella mellea
14140,Epilepsy,Styrax
14141,Epilepsy,Radix Ampelopsis
14142,Epilepsy,Nerium indicum
14143,Epilepsy,Gleditsia sinensis [Syn. Gleditsia horrida]
14144,Epilepsy,Calycis Melo
14145,Epilepsy,Gleditsia fera
14146,Epilepsy,Lapis Micae Aureus
14147,Epilepsy,Ramulus Uncariae cum Uncis
14148,Epilepsy,Fructus Piperis
14149,Epilepsy,Curcuma wengujin
14150,Epilepsy,Alectoria vivens
14151,Epilepsy,Pedicellus Melo
14152,Epilepsy,Acorus calamus
14153,Epilepsy,Lapis chloriti
14154,Epilepsy,Croton caudatus var. tomentosus
14155,Epilepsy,Gleditsia delavayi
14156,Epilepsy,Gallus gallus domesticus
14157,Epilepsy,Tilia miqueliana
14158,Epilepsy,FructusGleditsia;Fructus Gleditsiae Abnormalis
14159,Epilepsy,Camellia sinensis [Syn. Thea sinensis]
14160,Epilepsy,Wikstroemia chamaedaphne
14161,Epilepsy,Alumen
14162,Epilepsy,Stichopus japonicus
14163,Epilepsy,Margarita
14164,Epilepsy,Nicandra physaloides
14165,Epilepsy,Rhizoma Arisaematis
14166,Epilepsy,Polygala tenuifolia
14167,Epilepsy,Zephyranthes candida
14168,Epilepsy,Benzoinum
14169,Epilepsy,Coprinus atramentarius
14170,Epilepsy,Ricinus communis
14171,Epilepsy,Calculus Bovis
14172,Epilepsy,Anemone altaica
14173,Epilepsy,Trifolium repens
14174,Epilepsy,cinnabaris;Cinnabaris
14175,Epilepsy,Alumen Preparata
14176,Epilepsy,Rhizoma Arisaematis Praeparata
14177,Epilepsy,Calculus Equi
14178,Epilepsy,Lethariella cladonioides
14179,Epilepsy,Veratrum nigrum
14180,Epilepsy,Tetraplodon mnioides [Syn. Tetraplodon bryoides
14181,Epilepsy,"Selenarctos thibetanus, Ursus arctos"
14182,Epilepsy,Cristaria plicata
14183,Epilepsy,Duchesnea indica
14184,Epilepsy,Aconitum coreanum
14185,Epilepsy,Bombyx mori
14186,Epilepsy,Delphinium yunnanense
14187,Epilepsy,Succus Bambusae
14188,Epilepsy,Equisetum sylvaticum
14189,Epilepsy,Rhizoma Arisaema cum Bile
14190,Epilepsy,"Bos taurus domesticus, Bubalus bubalis"
14191,Epilepsy,Armillaria mellea
14192,Epilepsy,Lapis Chloriti
14193,Epilepsy,Hyoscyamus niger
14194,Epilepsy,Datura metel
14195,Epilepsy,Thamnolia vermicularis
14196,Epilepsy,Cladonia fallax
14197,Psoriasis,Crinum latifolium
14198,Psoriasis,Tripterygium hypoglaucum
14199,Psoriasis,Radix Angelicae sinensis
14200,Psoriasis,Camptotheca acuminata
14201,Psoriasis,Asparagus officinalis
14202,Psoriasis,
14203,Psoriasis,Camellia sinensis [Syn. Thea sinensis]
14204,Psoriasis,radix tripterygii wilfordii
14205,Psoriasis,Apis mellifera ligustica
14206,Psoriasis,Ginkgo biloba
14207,Psoriasis,Conyza canadensis
14208,Psoriasis,Radix Salviae liguliobae
14209,Psoriasis,Psoralea corylifolia
14210,Psoriasis,Asparagus gobicus
14211,Psoriasis,Desmodium gangeticum
14212,Psoriasis,Plumbagella micrantha
14213,Pharyngolaryngitis,Eupatorium japonicum
14214,Pharyngolaryngitis,Wedelia chinensis
14215,Pharyngolaryngitis,Elephantopus scaber
14216,Pharyngolaryngitis,Trichosanthes cucumeroides
14217,Pharyngolaryngitis,Michelia yunnanensis
14218,Pharyngolaryngitis,Nauclea officinalis
14219,Pharyngolaryngitis,Boenninghausenia albiflora
14220,Pharyngolaryngitis,Ganoderma applanatum
14221,Pharyngolaryngitis,Stachytarpheta jamaicensis
14222,Pharyngolaryngitis,Herba Swertiae
14223,Pharyngolaryngitis,Indigofera tinctoria
14224,Pharyngolaryngitis,Swertia chinensis
14225,Pharyngolaryngitis,Aconitum tanguticum
14226,Pharyngolaryngitis,Radix Scutellariae
14227,Pharyngolaryngitis,Thymus vulgaris
14228,Pharyngolaryngitis,Conyza blinii
14229,Pharyngolaryngitis,Herba Aristolochiae;Fibraurea recisa Pierre
14230,Vaginitis,Sapium sebiferum
14231,Vaginitis,Melia azedarach
14232,Vaginitis,Herba Aristolochiae;Fibraurea recisa Pierre
14233,Vaginitis,Rhizoma Polygoni cuspidati
14234,Vascular Headache,Armillaria mellea
14235,Carditis,Dioscorea nipponica
14236,Anasarca,Radix Euphorbiae Pekinensis
14237,Lymphadenitis,Rhizoma Bolbostemmae
14238,Nodule,Pumex
14239,Beriberi,Pothos chinensis
14240,Beriberi,Alyxia sinensis
14241,Beriberi,Lindera umbellata [Syn. Lindera erythrocarpa ]
14242,Beriberi,Ophiocephalus argus
14243,Beriberi,Populus davidiana
14244,Beriberi,Anguilla japonica
14245,Beriberi,Arundina chinensis
14246,Beriberi,Chaenomeles lagenaria [Syn. Chaenomeles speciosa]
14247,Beriberi,Oryza sativa cv
14248,Beriberi,Scoparia dulcis
14249,Beriberi,Artemisia lactiflora
14250,Beriberi,Lysimachia candida
14251,Beriberi,Prunus tomentosa
14252,Beriberi,Polygonum orientale
14253,Beriberi,Cyprinus carpio
14254,Beriberi,Herba Elsholtziae;Haichow Elsholtzia;Mosla chinensis
14255,Beriberi,Foeniculum vulgare
14256,Beriberi,Glycine max
14257,Beriberi,Rhizoma seu Herba Saururi
14258,Beriberi,Radix seu Rhizoma rdostachyos
14259,Beriberi,Pisum sativum
14260,Beriberi,Derris eriocarpa
14261,Beriberi,Aristolochia heterophylla
14262,Beriberi,Piper betle
14263,Beriberi,Stephania japonica
14264,Beriberi,Pinus massoniana
14265,Beriberi,Polygala arillata
14266,Beriberi,semen coicis
14267,Beriberi,Porphyra tenera
14268,Beriberi,Zostera marina
14269,Beriberi,Semen Pruni
14270,Beriberi,Ricinus communis
14271,Beriberi,Herba Sambuci Chinensis
14272,Beriberi,Perilla frutescens var. arguta
14273,Beriberi,Radix Stephaniae Tetrandrae
14274,Beriberi,Casuarina equisetifolia
14275,Beriberi,Prunus salicina
14276,Beriberi,Litsea pungens
14277,Beriberi,Prunus persica
14278,Beriberi,Acanthopanax gracilistylus
14279,Beriberi,Arachis hypogaea
14280,Beriberi,Phaseolus vulgaris
14281,Beriberi,Fructus Chaenomelis
14282,Beriberi,Clerodendron fragrans
14283,Beriberi,semen arecae
14284,Beriberi,Oryza sativa
14285,Beriberi,Valeriana jatamansii [Syn. Valeriana wallichii ]
14286,Beriberi,
14287,Beriberi,Zanthoxylum bungeanum
14288,Beriberi,Inula nervosa
14289,Beriberi,Fructus Evodiae
14290,Beriberi,Datura metel
14291,Beriberi,Speranskia tuberculata
14292,Beriberi,Philydrum lanuginosum
14293,Emaciation,Gallus gallus domesticus
14294,Emaciation,"Bos taurus domesticus, Bubalus bubalis"
14295,Emaciation,Gymnadenia conopsea
14296,Emaciation,"Cervus nippon , Cervus elaphus"
14297,Emaciation,Colla Cornus Cervi
14298,Emaciation,Homo sapiens
14299,Emaciation,"Capra hircus, Ovis aries"
14300,Emaciation,Rhizoma Polygoti
14301,Emaciation,
14302,Emaciation,Bos taurus domesticus
14303,Emaciation,Parasilurus asotus
14304,Emaciation,Acanthopanax gracilistylus
14305,Pancreatitis,Radix Bupleuri
14306,Numbness,Firmiana simplex
14307,Numbness,Celastrus orbiculatus [Syn. Celastrus articulatus ]
14308,Numbness,Peganum harmala
14309,Numbness,Cyanotis arachnoidea [Syn. Cyanotis bodinieri ]
14310,Numbness,Dioscorea collettii
14311,Numbness,Millettia nitida
14312,Numbness,Semen Strychni Pulveratum
14313,Numbness,Polygonum multiflorum
14314,Numbness,Bungarus Parvus
14315,Numbness,Dioscorea tenuipes
14316,Numbness,Schisandra propinqua var. intermedia
14317,Numbness,Aconitum carmichaeli
14318,Numbness,Lindera megaphylla
14319,Numbness,Lactarius piperatus [Syn. Agaricus piperatus ]
14320,Numbness,Spatholobus suberectus
14321,Numbness,Prunus pseudocerasus
14322,Numbness,Sinapis alba
14323,Numbness,Mucuna birdwoodiana
14324,Numbness,Coriaria sinica [Syn. Coriaria nepalensis]
14325,Numbness,Armillariella mellea
14326,Numbness,Semen Strychni
14327,Numbness,Aconitum gymnandrum
14328,Numbness,Cannabis sativa
14329,Numbness,Periploca calophylla
14330,Numbness,Radix Clematidis
14331,Numbness,Herba Lycopodii
14332,Numbness,Potentilla kleiniana
14333,Numbness,Ceratostigma minus
14334,Numbness,Lycopodium annotinum
14335,Numbness,Kopsia officinalis
14336,Numbness,Gastrodia elata
14337,Numbness,Kalopanax pictum
14338,Numbness,Herba ErodiiHerba Geranii
14339,Numbness,Aristolochia mollissima
14340,Numbness,Campsis grandiflora
14341,Numbness,Armillaria mellea
14342,Numbness,Kalopanax septemlobus
14343,Numbness,Schisandra propinqua
14344,Numbness,Solanum capsicastrum
14345,Numbness,Xanthium sibiricum [Syn. Xanthium strumarium ]
14346,Numbness,Caulis Millettiae; Caulis spatholobi
14347,Numbness,Formica fusca
14348,Numbness,Semen Strychni Praeparata
14349,Numbness,Herba Ephedrae
14350,Numbness,Salvia yunnanensis
14351,Numbness,Impatiens balsamina
14352,Numbness,Libanotis buchtormensis
14353,Numbness,Mucuna sempervirens
14354,Numbness,Semen Strychni;Strychnos dolichothyrsa;Semen Cumini Cymni;Strychnos mittschelichii
14355,Numbness,Rhizoma Homalomee occultae
14356,Numbness,Pteris vittata
14357,Numbness,Alangium chinense
14358,Numbness,Zaocys
14359,Numbness,Tricholoma matsutake [Syn. Armillaria matsutake]
14360,Numbness,Impatiens siculifer
14361,Numbness,Levisticum officinale
14362,Numbness,Mentha spicata
14363,Numbness,Strychnos nitida
14364,Numbness,Securinega suffruticosa
14365,Numbness,Rabdosia coetsa
14366,Numbness,Zanthoxylum simulans
14367,Numbness,Folium Clerodentri trichotomi
14368,Numbness,Fructus Liquidambaris
14369,Numbness,Lycopodium obscurum
14370,Numbness,Lindera angustifolia
14371,Numbness,"Moschus moschiferus, Moschus berezovskii, Moschus sifanicus"
14372,Numbness,Lactarius vellereus
14373,Numbness,Litsea verticillata
14374,Numbness,Celastrus flagellaris
14375,Numbness,Herba Lycopodii;Lycopodium japonium;Common Clubmoss Herb
14376,Numbness,Phlegmariurus fordii
14377,Numbness,Sarcandra glabra [Syn. Chloranthus glaber]
14378,Numbness,Lygodium flexuosum
14379,Numbness,Piper mullesua
14380,Numbness,Ramulus Mori
14381,Numbness,Daphne tangutica
14382,Numbness,Lamium amplexicaule
14383,Numbness,
14384,Numbness,Polygonum multiflorum;Caulis Polygoni Multiflori
14385,Thrombocytopenia,"Cervus nippon , Cervus elaphus"
14386,Osteomalacia,Psoralea corylifolia
14387,Acute Cholecystitis,Rabdosia stracheyi
14388,Acute Cholecystitis,Radix Bupleuri
14389,Acute Cholecystitis,Clinopodium chinense
14390,Abdominal colic,Rhizoma Cyperi Preparata
14391,Abdominal colic,Radix Aconiti
14392,Abdominal colic,Radix Aconiti Kusnezoffii
14393,Abdominal colic,Fructus Anisi Stellati
14394,Abdominal colic,Radix Aconiti Kusnezoffii Preparata
14395,Anorexia,Fructus Oryzae Germinatus
14396,Anorexia,Radix Codonopsis pilosulae
14397,Anorexia,Poriae Alba
14398,Anorexia,Fructus Amomi Rotundus
14399,Anorexia,Cornu Cervi Degelatinatum
14400,Anorexia,Pericarpium Citri Reticulatae
14401,Anorexia,Radix Pseudostellariae
14402,Anorexia,Folium Caryophylli
14403,Peptic Ulcer,Hericium erinaceus
14404,Peptic Ulcer,Tacca plantaginea [Syn. Schizocapsa plantaginea]
14405,Fatty Liver,
14406,Loose stool,Radix Codonopsis pilosulae
14407,Loose stool,Poriae Alba
14408,Loss of speech,Gleditsia sinensis [Syn. Gleditsia horrida]
14409,Loss of speech,Tetraplodon mnioides [Syn. Tetraplodon bryoides
14410,Hematemesis,Succus Rhizoma Lotus
14411,Hematemesis,Rhizoma Panacis Majoris
14412,Hematemesis,Terra Flava Usta
14413,Hematemesis,Calculus Equi
14414,Hematemesis,nodus nelumbinis rhizomatis
14415,Hematemesis,Ophicalcitum
14416,Common Cold,Mussaenda pubescens
14417,Common Cold,Doellingeria scaber [Syn. Aster scaber]
14418,Common Cold,Tupistra wattii [Syn. Campylandra wattii]
14419,Common Cold,Hypecoum erectum
14420,Common Cold,Seseli meirei
14421,Common Cold,Jasminum nudiflorum
14422,Common Cold,Debregeasia longifolia
14423,Common Cold,Herba Schizonepetae
14424,Common Cold,Piper boehmeriaefolium
14425,Common Cold,Elsholtzia bodinieri
14426,Common Cold,Berneuxia thibetica
14427,Common Cold,Mosla scabra [Syn. Mosla punctata]
14428,Common Cold,Agastache rugosus
14429,Common Cold,Ruta graveolens
14430,Common Cold,Flos Chrysanthemi Indici
14431,Common Cold,Leucas aspera
14432,Common Cold,Glochidion sphaerogynum
14433,Common Cold,Angelica taiwaniana
14434,Common Cold,Laggera alata
14435,Common Cold,Nicandra physaloides
14436,Common Cold,Tadehagi triquetrum
14437,Common Cold,Saussurea graminea
14438,Common Cold,Pueraria peduncularis
14439,Common Cold,Helicteres angustifolia
14440,Common Cold,Dryopteris filix- mas
14441,Common Cold,Thesium chinense
14442,Common Cold,Marsilea quadrifolia
14443,Common Cold,Carduus crispus
14444,Common Cold,Allium schoenoprasum
14445,Common Cold,Kummerowia striata
14446,Common Cold,Rauvolfia verticillata
14447,Common Cold,Mentha rotundifolia
14448,Common Cold,Viburnum dilatatum
14449,Common Cold,Bulbus Allii
14450,Common Cold,Chukrasia tabularis
14451,Common Cold,Pteridium aquilinum var. latiusculum
14452,Common Cold,Spilanthes acmella
14453,Common Cold,Aconitum tanguticum
14454,Common Cold,Duchesnea indica
14455,Common Cold,Elephantopus scaber
14456,Common Cold,Angelica anomala
14457,Common Cold,Peucedanum morisonii
14458,Common Cold,Dioscorea althaeoides
14459,Common Cold,Cyrtomium fortunei
